SizeRank,RegionID,RegionName,RegionType,StateName,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11
2977,15156,Eaton,City,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.954213159,0.972631579,0.947207558,0.97001697,0.989724175,0.961543196,0.960479577,0.921305795
2978,55335,Cortland,City,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.965839516,0.938181818,0.95498877,0.939199076,0.952955368,0.924,0.947890223,0.955704361,0.935698704,0.923262115,0.9375,0.93639576,0.975048581,0.967391304,0.953831712,0.954545455,0.948964123,0.980011896,0.944297082,0.955223881,0.97580559,0.94037615,0.994371482,0.952481851,0.95276221,0.947058824,0.964438299,0.955555556,0.963928524,0.951851852,0.973333333,0.910728228
2979,35381,Helena,City,AL,,,,,,,,,,,,,,,,,,,,,,,,,0.912132353,0.932139879,0.91704877,0.947298199,0.88124217,0.958568335,0.942543577,0.953191489,0.953020134,0.957354221,0.933014354,0.933228357,0.924855491,0.893530729,0.947027715,0.944706863,0.966942107,0.944838886,0.96422074,0.970317339,0.947096594,0.962476548,0.928838951,0.924502508,0.90561022,0.953177258,0.957804655,0.964102564,0.969710412,0.959798995,0.964074579,0.972017673,0.964272955,0.925925926,0.953496153,0.953418372,0.943396226,0.953249074,0.957484816,0.967105263,0.976805979,0.965123976,0.960111727,0.950573066,0.97173913,0.953688776,0.956823612,0.955522609,0.985878826,0.964974982,0.966252036,0.956502827,0.976349303,0.980961924,0.972958356,0.972018768,0.968861268,0.965660377,0.97014253,0.950594121,0.986595384,0.948243686,0.96809086,0.972972973,0.977717144,0.993829007,0.988341989,0.966709147,0.984601113,0.976852789,0.969056215,0.975487744,0.967199096,0.969976905,0.976812217,0.97914006,0.989952153,0.991333572,0.996796013,0.993761084,0.969010415,1,0.972972973,0.978234802,0.988826816,0.953846154,0.985373364,0.989390772,0.995236503,0.981951407,0.977254855,0.995270793,0.983267249,0.97650962,0.988651444
2980,46216,Lemay,City,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948148148,0.95301314,0.951351351,0.923248053,0.925885978,0.89875,0.926372816,0.933333333,0.939610989,0.947368421,0.961538462,0.935921706,0.948796952,0.976390556,0.958429561,0.959183673,0.959974984,0.966611018,0.951612903,0.981818182,0.954580446,0.960099268,0.966183575,0.971172866,0.9677159,0.976220275,0.983745124,0.962935508,0.968366688,0.931907304,0.919899875,0.950777085,0.968317299,0.974474122,0.963003901,0.965513054,0.987009799,0.974576271,0.990909091,0.95584989,0.951807229,0.970136653,0.957983193,0.95251757,0.953288847,0.943478261,0.934943912,0.980967122,0.969603694,1,0.983292316,0.972222222,0.977717144,0.980437284
2981,20720,Sunset,City,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952341418,0.909559641,0.944,0.975548682,0.920833333,0.973940511,0.943396226,0.946786232,0.967592593,0.957150195
2982,7985,Wolcott,City,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.978165939,0.961538462,0.976970875,0.976744186,0.953073845,0.93202765,0.918002082,0.918955569,0.914736489,0.941493457,0.965265425,0.969398234,0.97299189,0.914939648,0.983096085,0.95523881,0.967333502,0.957381099,0.939410784
2983,11083,Delran Township,City,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90458245,0.939382757,0.959742092,0.950316772,0.963522233,0.951882845,0.971238016,0.942775651,0.965561846,0.962598549,0.980854842,0.925039998,0.95509704,0.924150943,0.955555556,0.950012637,0.99122807,0.979574823,0.977291906,0.968501874,0.972923359,0.979396226,0.985116541,0.956029191,0.934456436,0.933333333,0.953998003,0.973987372,0.962365591,0.968587125,0.975243811,1,0.959285237,0.94550976,0.981999357
2984,35100,Dallas,City,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993517576,0.971037835,0.982290437,0.987869822,0.987685993,0.96887311,0.986381323,1,0.981181515,0.98155456
2985,395553,Barre,City,VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945683314,0.962269408,0.955041083,0.964532329,0.981495315,0.978835979,0.989662195,0.958983516,0.949868074
2986,396784,Hyde Park,City,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.937890788,0.934256055,0.924369748,0.977528395,0.972340426,0.974816292,0.945515535,0.973677283,0.920906719
2987,28717,Dickinson,City,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.897750372,0.964285714,0.945494994,0.975710202,0.938477581,0.989323843,0.968644223,0.975009058,0.948469007,0.947285566,0.960180178,0.931490424,0.880200641,0.940975192,0.906399225,0.95412844,0.954232197,0.928380273,0.959387875,0.970032756,0.958823529,0.979879679,0.951282051,0.932352941,0.957671958,0.973568307,0.972762646,0.996397118,1,0.986198785,0.974512987,0.977777778,0.986116709,0.962343096,0.955608645,0.95056768,0.914711316,0.968095915,0.996666667,0.979573805,0.993400048,0.986666667,1,1,0.976388657,0.993419321,0.939704086,0.964974982,0.991882845,0.984732824,0.950490146,0.985356215,0.986899563,0.965617004,0.981811568,0.948652753,0.958139535,1,0.935064935,0.955072169,0.882326859,0.944282946,0.979971388,0.953516295,0.951118373,0.947521565,0.986554622,0.973240187,0.975308642,0.9393688,0.962264151,0.958833767,0.958333333,1,0.960363565,0.925462731,0.972972973,0.96664443,0.937955379,0.9375,0.96,0.945353774,0.921638018
2988,5057,Hanover,City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959718843,0.928571429,0.969411765,0.978470802,0.979316101,0.96301926,0.968918919,0.942492706,0.955509107,0.955101861,0.944445772,0.947136722,0.931156222,0.976253298,0.982384824,0.978494672,0.978881428,0.987524688,0.974683544,0.989085378,0.983487667,0.981731262,0.984702476,0.960428557,0.973653894,1,0.993929903,0.992405063,1,0.963351528,0.977192982,0.969350292,0.983680045,0.978701826,0.997142857,0.983434576,0.974193548,0.968233486,0.969623648,0.977316181,0.973925501,0.997408788,0.987017544,0.973421053,0.990544629,0.974496644,0.973333333,0.95720117,0.971706202,0.987421377,0.982468854,1,0.987179487,0.986666667,0.998902415,1,0.983953441
2989,398846,Southbridge,City,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968999289,0.98225957,0.978686385,0.985749143,0.995497749,0.986612219,0.966112005,0.971452991,0.975802,0.952302673,0.904867377,0.98773932,0.974434976,0.981286031,1.011096056,0.984,0.932241928,1,0.98210207
2990,18524,Hebron,City,KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.956971567,0.986385107,0.980354457,0.981037417,0.98009434,0.975609756,1,0.97665555,0.963411424,0.965617716,0.974448926,0.954524784,0.961818182,0.967740449,0.984126984,0.978181818,0.971950424,0.967333606,0.972332291,0.977974866,0.962825428
2991,399136,West Hempfield Township,City,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.983344591,0.98260989,0.976744186,0.986374612,0.987734022,0.992791998,0.972995005,1,0.982966897
2992,31988,Hazel Park,City,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.893921335,0.958333333,0.924470267,0.922330881,0.890868597,0.87804878,0.884808013,0.870744326,0.876404494,0.941883768,0.91092437,0.837887067,0.905836857,0.975,0.954925318,0.984210526,0.963244613,0.934891486,0.91,0.93877551,0.916522752,0.916477008,0.895582598,0.91540663,0.9621802,1,1,1,1,0.970970971,0.920586266,0.994277539,0.941814257,0.942176492,0.985373364,0.933085502,0.958465388,0.950950951,0.968148995,0.994583553,1,0.96877502,0.963256722,0.96875,0.965018094,0.945144552,0.950400695,0.95502679,0.93618833,0.956521739,1,0.980484152,0.988117573,0.95308835,0.957957958,0.941041395,0.959566305
2993,19987,Pleasant Prairie,City,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93442623,0.985915493,0.990551922,0.998055195,0.991016758,0.986277873,0.984767785,0.985064675,0.965037145,0.945452637,0.947763403,0.977476619,0.973958333,0.963126844,1,1,0.982175336,1,0.962476548,0.956407741,0.968455472
2994,32061,Holmdel Township,City,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9522811,0.936073059,0.951324495,0.997563478,0.963845492,0.983422111,0.910143043
2995,55951,Groves,City,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.01958959,0.997184615,1,0.993872727,0.984955197,0.95310388,0.963825397,0.887417219,0.906819444,0.990948949,0.895277778,0.959563768,0.991192593,0.983009624,1.005117021,1.012471795,0.987677094,1.0149672
2996,44519,Center Point,City,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.892360242,0.973040114,0.9384202,1,0.992493745,1,0.98873592,0.928965259,0.957446809,0.944755805,0.927109974,0.942028986,0.949652032,0.938421053,0.937848645,0.945452055,0.918196995,0.969387755,0.980852916,1,0.954545455,0.913942628,0.968421053
2997,47131,Piqua,City,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,0.934506908,0.952229902,0.962082006,0.958156458,0.989438577,0.927352472,1,0.940785999,0.901502504,0.96062809,0.9375,0.923076923,0.90754877,0.917176209,0.94765343,0.946428571,0.952592593,0.967311541,0.961341266,0.943943944,0.975577156,0.937052933,0.990402403,0.981033355,0.95668045,0.95730487,0.987341772,0.943364743,0.9375,0.939933259,0.911321161,0.953822473,0.91908656,0.928150766,0.947591758,0.944382647,0.941597139,0.973376623,0.951188986,0.984924623,0.940265187,0.903614458,0.979971388,0.927367857,0.933333333,0.973612375,0.906401197,0.968464052,0.994350282,0.963704631,0.954861493,0.957182793,0.944444444,0.936753891,0.955414013,0.95851216,0.977978345,0.954464286,0.953466729,0.93220339,0.945945946,0.97714736,0.979106269,0.977785493,0.970149254,0.990312164,0.972565158,0.986905418,0.97796607,0.972091649,0.956009178,0.966629588,0.989143546,0.961281709,1,0.997847147,1,0.983259863,0.987659985,0.976739102,0.975975976,0.955017858,0.974669932,0.981308411,0.988332962,1,1,0.990516333,1.000362582,1,1,0.982292905,0.996712929
2998,24079,Cinnaminson Township,City,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.958526773,0.970895157,0.941545704,0.942862531,0.975515461,0.958577496,0.931924736,0.948695077,0.959643848,0.882648191,0.95,0.923710531,0.93252505,0.946180445,0.921723184,0.936363636,0.961145194,0.970718654,0.954250853,0.941579762,0.92217683,0.940298507,0.923432089,0.913301223,0.888900468,0.897707834,0.959575337,0.974543644,0.950291649,0.944755805,0.980476579,0.930721095,0.939126203,0.967365967,0.932964992,0.913231585,0.952092177,0.968421053,0.946699697,0.962740685,0.972161809,0.954213159,0.961689079,0.970919341,0.939996879,0.984990619,0.962227975,0.958182295,0.967575026,0.95890411,0.944444444,0.990453461,0.967741935,0.970873786,0.972053463,0.968594553,0.968461463,0.9775,0.937344857,0.9600024,0.951785595,0.983331735,0.967107927,0.977272727,0.986771909,0.961872431,0.9424689,0.941176471,0.973592958
2999,38192,Detroit Lakes,City,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94059069,0.961449999,0.9716043,0.960452513,0.96,0.934210526,0.953066089,0.951608062
3000,11982,Hoschton,City,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.957404045,0.971256939,0.980741173,0.971316921,0.980555556,0.972958356,0.957746479,0.98163291,0.980392157,0.962731634,0.954834798,0.969728066,0.954890566,0.979461562,0.965391642,0.946441758,0.946227595,0.948678156,0.971775634,0.950739581,0.975243811,0.977071391,0.952340614,0.954548347,0.979313725,0.965854446,0.974838336,0.978185475,0.953159041,0.968253968,0.97353394,0.987012987,0.976190476,0.987755102,0.965389168,0.957294354,0.972899729,0.968130489,0.960576297,0.974196946,0.965886981,0.98386664,0.970438937,0.982928091,0.979591837,0.971786834,0.980547255,0.969364937,0.969445144,0.946341463,0.95862802,0.975903614,0.987804878,0.980722892,0.976291843,0.985974131,0.968067573,0.974401637,0.970893417,0.964827168,0.944180523,0.962715389,0.984622608,0.975207117,0.968834688,0.976349303,0.988235294,0.985995999,1,0.987341772,0.986666667,0.994644383,0.973994434,0.974670833
3001,52206,Gibsonton,City,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.929899857,0.979632885,0.949146049,0.997691124,0.978947368,0.97665555,0.997981922,0.977900552,0.943879945,0.944149485,1,0.975456262,0.963867984,0.968340699,0.97625,0.979337415,0.937890788,0.981420068,0.993211861,0.965156794,0.95275709,0.975541968,0.965051628,0.947579656,0.941660583,0.987220246,0.989994997,0.976653343,0.98,1,0.974358974,0.960961308,0.972304579,0.973913043,0.968637344,0.97243986,0.957639198,0.981330622,0.952380952,0.984,0.985974755,1,0.972222222,0.977777778,1,0.987695942
3002,47922,Swansea,City,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.955982393,0.971428571,0.935785737,0.936802233,0.957854406,0.945973796,0.94914969,0.956382553,0.963379418,0.98134631,0.924731086,0.945354291,0.987460815,0.977218003,0.939678691,0.988962388,0.948293745,0.95863028,0.973861769,0.981132075,0.977118083,0.975243811,0.966988996,0.986622074,0.952914372,0.961287516,0.979574823,0.973295931,0.963551496,0.972144847,0.958919945,1,0.981556736,0.963030217,0.952189634,0.959810071,0.942028986,0.967917006,0.948857928,0.969230769,0.95781912,0.98457488,0.973605821,0.983479192,0.959575337,0.950899743,0.964272955,0.978232082
3003,12589,Martin,City,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.943396226,0.96763754,0.962278676,0.949554896,0.95597775,0.953592167,0.952066917
3004,50551,Willow Spring,City,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.967310177,0.957853668,0.950528071,0.974797683,0.976109215,0.970217137,0.97826087,0.977777778,0.980407221,0.978181818,0.977579753,0.97826087,0.982266851,0.969976905,0.954245283,1,1,1,0.971428571,1.000422297,0.990632139,0.981265908,1.000196155,0.986850649,0.981283159,0.993076774,0.987654321,0.989995832,0.995238095,1.00020008,0.990304192,0.973125828,0.985308875,0.979978925,0.976541189,0.991760709,0.991871883,0.955882353,0.988565984,1,0.995475602,1,1,0.991025742,1,0.995616367,1,0.980392157,1,0.982494114,0.980559593,1,0.997716895,1,1,0.997866287,0.985833333,0.994708995,1,1.000256542
3005,126405,Three Lakes,City,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.971651492,0.970766815,0.95447648,1,1.004445679,0.982612738,1,0.949137471,1,0.925923299,0.943992175,0.964974982,0.938095238,0.942845528,0.943693371,0.94037615,0.954022989,0.98309762,0.964110789,0.948807162,0.977425508,0.933333333,0.959183673,0.965576384,0.951952177,0.923676559,0.954545455,0.941617981,0.939517482,0.962962963,0.985432078,0.933507102,1,1,0.956164384,0.955053158,0.936225811,0.938967136,0.96038074,0.944444444,0.967234848,0.957760763,0.953125,0.966303469,0.960889494,0.96093532,0.932468109,0.984,0.945454545,0.974903475,0.962962963,0.96656535,0.944078947,0.982620321,0.97843076,0.965229133,0.971830986,0.97080292,0.982142857,0.945454545,0.966655552,0.957852846,0.949868074,0.964912281,0.946600157,0.981132075,0.972593257,0.963418064,0.951641035,0.957377049,0.959507042,0.974358974,0.961538462,0.953488372,0.967463368,0.934782609,0.957090363,0.971399006,0.972644377,0.949700442,0.962740685,0.967213115
3006,51431,Clarksburg,City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.983629593,0.987283237,0.996265539,0.976993166,0.989899541,0.985915493,0.96813895,0.973333333,0.969284053,0.97945225,0.976782657,0.971549296,0.973144455,0.971158116,0.991519193,0.982343386,0.975269748,0.976803919,0.983844911,0.975694444,0.966318193,0.975243811,0.986896567,0.975260161,0.934930027,0.975131294,0.989429965,0.969305331,0.968666648,0.976604336,0.972742984,0.98,0.979742969,0.989010989,0.955509107,0.98232147,0.978706267,1,0.989167686,0.985840708,0.989317647,0.982169639,0.98349725,0.973913043,0.966666667,0.978231211,0.964912281,0.965385284,0.975737578,1,0.992707058,1,0.991304348,0.976415803,0.98638805,0.986485255,0.979910714,0.982041729,0.981481481,0.966881529,0.983181327,0.991008847,0.999292847,1,0.985406699,0.980477029,0.988407934,0.994826401,0.984238442
3007,37814,Central,City,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93411176,0.965527778,0.965436893,0.982573297,0.975683666,0.996661102,0.952941176,0.973836093,0.912411224,0.954960579
3008,399156,Warwick Township,City,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926883646,0.968758957,0.979469262,0.98630137,0.994233937,0.995260664,0.9970569,0.977777778,0.990144909,1.000178635,0.957894737
3009,8640,Fairview Park,City,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.942452043,0.960090472,0.97984115,0.986666667,0.95204175,0.962491452,0.974358974,0.994285714,0.978686385,0.969864743
3010,4868,Gautier,City,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.956043956,0.93411176,0.959967974,0.951428571,0.935896471,0.958601346,0.92640027,0.956806998,0.940506889
3011,226346,East Brainerd,City,TN,,,,,,,,,,,,,,,,,,,,,,,,0.883824347,0.898001332,0.885296382,0.919230769,0.915331808,0.950819672,0.954524584,0.946499139,0.933748333,0.971277457,0.91286441,0.9504662,0.917140351,0.935469479,0.89747152,0.942473118,0.948314607,0.957394888,0.969240943,0.948585821,0.928117536,0.928559206,0.902511707,0.95599393,0.949173301,0.934456929,0.978380359,0.937678674,0.971776278,0.954545455,0.946491363,0.971804451,0.935981709,0.947089947,0.935884058,0.950475238,0.936698166,0.955831608,0.950633756,0.946666667,0.959561343,0.941438102,0.970067874,0.96173913,0.953477553,0.972672534,0.973201864,0.943449048,0.946694857,0.966756811,0.959248029,0.978494624,0.961538462,0.972399159,0.969255663,0.973009415,0.955065174,0.96651801,0.975757576,0.957756844,0.967377812,0.942285714,0.931040904,0.982893979,0.952936229,0.989949749,0.969747899,0.979699912,0.991381423,0.962637363,0.96875,0.959349593,0.972222222,0.961410983,0.937242056,0.963238716,0.994065282,0.991080545,0.99103484,0.996785546,0.980910512,0.971643036,0.971103596,0.974046561,0.972420148,0.954580446,0.970183486,0.980062267,0.941938687,0.975243811,0.997560976,0.982020368,0.978195639,0.97695381,0.98,0.971518987
3011,31289,Durant,City,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924155513,0.945494994,0.960403727,0.947780679,0.979290967,0.981621944,0.981475129,0.948717949,0.956790123,0.955813953,0.95821284,0.987598647,0.978384528,0.968006084,0.980514644,0.95625,0.978859893,0.998234346,0.987262334,0.991596639,0.971223022,0.962686567
3012,397569,Bethlehem Township,City,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.969230769,0.985714286,0.974118224,0.986929848,1,0.982827513,0.959048834,0.960254777,0.966128666
3013,29344,Saratoga Springs,City,UT,,,,,,,,,,,,,,,,,,,,0.940869461,0.977717144,0.98245614,0.972222222,0.978165939,0.942953957,0.9996,0.992094224,0.970408163,0.992385787,0.994642857,0.987096774,0.986666667,0.997388571,0.962781159,0.986666667,0.96470364,0.990484461,0.975597515,0.988070917,0.988615938,0.980395718,1.009417304,0.987959621,0.979166667,0.985428609,0.987964581,0.982841407,0.952358266,0.935958661,0.973348736,0.975125183,0.960779152,0.990319458,0.978428602,0.980821918,0.97826087,0.9769845,0.973670353,0.993001003,0.964809343,0.948,0.962382445,0.9752971,0.983894789,0.979485681,0.993220339,0.978686385,0.981734096,0.989007969,0.989560679,0.978631196,0.99249732,1.0032,0.978597577,0.998895028,0.982833987,0.997663551,0.978395062,0.980030722,0.98562078,0.983870968,0.98028008,0.988372093,0.964630225,0.97235023,0.998144712,0.980320967,1,1,1,0.992791062,0.991588997,0.997898487,1,0.972402297,0.980018428,0.981532779,0.997499305,0.984848485,1.006352958,1,1,0.9875,0.986372725,1,0.981146595,0.972605404,0.96160697,0.977111122,0.98598324,0.991711918,0.996282528,0.984169691,1.000232612,0.989090909,0.985740135,0.975603806,0.98313253,0.983608548
3014,34910,Woodward,City,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94017094,0.944444444,0.889943372,0.943396226,0.96124031,0.945195195,0.905660377,0.947896579,0.921402501
3015,6771,Rio Rico,City,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.929551622,0.942240514,0.931989924,0.930122757,0.962278676,0.963636364,0.929302558,0.949009866,0.983746792,0.949999917,0.944827586,0.972544659,0.939655996,1,0.965517241,0.968366688,0.933333333,0.961832524,0.947609756,0.986970684,0.968734167,0.963930169,0.956228956,0.996997999,0.952,0.971014493,0.97875,0.986074257,0.978530357,0.968355401,0.972762646,0.976785714
3016,3980,Carpinteria,City,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.941390181,0.963610594,0.913396482,0.957416405,0.962566845,0.96185327,0.982986767,0.945773759,0.98222638,0.952380952,0.952380952,0.92173913,0.899681615,0.988092284,0.92954681
3017,23530,Ashwaubenon,City,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997357493,0.997819954,0.982857143,1,1,0.980918415,1,1,1.000556174
3018,56651,Scottsville,City,KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.937482368,0.929577465,0.967472894,0.937962882,0.938607825,0.943396226,0.956618465,0.899833055,0.953288847,0.991019885,0.941025125,0.889547813,0.964536406,0.943117179,0.953177258,0.954420501,0.95354491,0.948717949,0.943516551,0.983870968,0.943671154
3019,398002,Hopkinton,City,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.971095086,0.973641743,0.970011223,1.009655405,0.993254245,0.990141449,0.977410258,0.979874214,0.964270557,0.954489468,0.989211203
